endnote-1.7315778450049272e+19	Daiter, K.	2011	The experience of competent, never married, over forty adults	Dissertation Abstracts International Section A: Humanities and Social Sciences 71 4179		endnote	
endnote-8.623775346801033e+18	Dakroury, A. I.	2008	Present at the creation: The Telecommission Studies and the intellectual origins of the right to communicate in Canada (1969–1971)	Ph.D. Carleton University (Canada)		endnote	
endnote-1.7394822138410473e+19	Dale, K. R.	2011	Intentionally intercultural: The effects of intercultural living on cultural perception	M.A. Georgetown University		endnote	
endnote-1.0729285108448967e+19	Dalke, K. K.	2005	The real and the imagined: An ethnographic analysis of the wild horse in the American landscape	Ph.D. The University of Wisconsin - Milwaukee		endnote	
endnote-1.3951555301791918e+19	Dall'Ara, E. & Maass, A.	1999	Studying sexual harassment in the laboratory: Are egalitarian women at higher risk?	Sex Roles 41 681-704		endnote	
endnote-9.093293288722606e+18	Dame, A.	2016	Making a name for yourself: tagging as transgender ontological practice on Tumblr	Critical Studies in Media Communication 33 23-37		endnote	
endnote-1.327467381788948e+19	Dameron, S.	2002	The development process of cooperative relationships within design teams	La dynamique relationnelle au sein d'equipes de conception. 65 339-361		endnote	
endnote-5.117942323807691e+18	Damhorst, M. L.	1990	In search of a common thread: Classification of information communicated through dress	Clothing & Textiles Research Journal 8 1-12		endnote	
endnote-9.16821451627828e+18	Dana-Tabet, A.	2001	(Dis)embodying the transgender experience: The politics of medicine and gender identity	Ph.D. Brandeis University		endnote	
endnote-1.4567044432049373e+19	Danbold, F. & Huo, Y. J.	2015	No Longer “All-American”? Whites’ Defensive Reactions to Their Numerical Decline	Social Psychological and Personality Science 6 210-218		endnote	
endnote-8.221461568283507e+18	Danbold, F. & Huo, Y. J.	2017	Men's defense of their prototypicality undermines the success of women in STEM initiatives	Journal of Experimental Social Psychology 72 57-66		endnote	
endnote-1.4172859605523171e+19	Dancy, B. J.	2017	Examining Identity in Children of Clergy	Ph.D. Howard University		endnote	
endnote-1.585808643152867e+19	Dane, S. K. & MacDonald, G.	2009	Heterosexuals' acceptance predicts the well-being of same-sex attracted young adults beyond ingroup support	Journal of Social and Personal Relationships 26 659-677		endnote	
endnote-1.6274060198160855e+19	Danforth, B. T.	2009	The emergence of three worlds of welfare	M.A. The University of North Carolina at Chapel Hill		endnote	
endnote-5.840446250394692e+18	Dang, J., Liu, L., Liang, Y. & Ren, D.	2017	Expected hierarchical integration reduces perceptions of a low status group as less competent than a high status group while maintaining the same level of perception of warmth	Frontiers in Psychology 7 		endnote	
endnote-7.161298408414845e+18	Daniel, S. R., Armstrong, K., Silber, J. H. & Rosenbaum, P. R.	2008	An Algorithm for Optimal Tapered Matching, With Application to Disparities in Survival	Journal of Computational and Graphical Statistics 17 914-924		endnote	
endnote-1.5626112598108527e+19	Danielidou, L.	2009	Predictors of prejudice perceptions and the role of group identification in international students	M.A. Brock University (Canada)		endnote	
endnote-8.941379293344414e+18	Daniels, J. R.	2011	Two Sides of the Coin: Breaking Social Units and the Effects of Ostracism on the Source of Ostracism	Ph.D. University of Connecticut		endnote	
endnote-8.35893028902828e+18	Danielson, J. T.	2016	Migration, nationalism, and the welfare state	Ph.D. The University of Arizona		endnote	
endnote-8.896915468469172e+18	Danileiko, I. & Lee, M. D.	2017	A model-based approach to the wisdom of the crowd in category learning	Cognitive Science No-Specified		endnote	
endnote-1.126267501750399e+18	Danso, H. A., Sedlovskaya, A. & Suanda, S. H.	2007	Perceptions of immigrants: Modifying the attitudes of individuals higher in social dominance orientation	Personality and Social Psychology Bulletin 33 1113-1123		endnote	
endnote-3.229744015984337e+18	Dantico, M. K.	1977	AN EXPERIMENTAL INVESTIGATION OF POLITICAL PROBLEM SOLVING	Ph.D. The Florida State University		endnote	
endnote-1.1609465777607535e+19	Danyluck, C. & Page-Gould, E.	2018	Intergroup dissimilarity predicts physiological synchrony and affiliation in intergroup interaction	Journal of Experimental Social Psychology 74 111-120		endnote	
endnote-6.418130783443589e+18	Dao, M. A., Strobl, A., Bauer, F. & Tarba, S. Y.	2017	Triggering innovation through mergers and acquisitions: The role of shared mental models	Group & Organization Management 42 195-236		endnote	
endnote-1.7581178603756677e+19	Dar, P. A. & Reshi, Z. A.	2014	Components, Processes and Consequences of Biotic Homogenization: a Review	Sibirskii Ekologicheskii Zhurnal 21 147-162		endnote	
endnote-9.320860374817956e+18	Darke, S., Williamson, A., Ross, J., Teesson, M. & Lynskey, M.	2004	Borderline personality disorder, antisocial personality disorder and risk-taking among heroin users: Findings from the Australian Treatment Outcome Study (ATOS)	Drug and Alcohol Dependence 74 77-83		endnote	
endnote-7.080556517116514e+18	Darnton, C. N.	2009	Overcoming international security rivalry: Parochial interest, anticommunism, and the domestic politics of rapprochement in Cold War Latin America	Ph.D. Princeton University		endnote	
endnote-6.270322504267311e+18	Darwich, M.	2016	The ontological (In)security of similarity wahhabism versus islamism in Saudi foreign policy	Foreign Policy Analysis 12 469-488		endnote	
endnote-1.2437262301768888e+19	Das, S.	2010	Role-taking in small book-discussion groups by first-grade boys in a single-gender school	Dissertation Abstracts International Section A: Humanities and Social Sciences 71 1521		endnote	
endnote-9.250886603693971e+18	Dashti, S.	1984	Effects of gender and age on the patterns of intelligence Subtests Scaled Scores for children with learning disabilities: An overview of Bannatyne's recategorization of WISC-R	Ph.D. University of Southern California		endnote	
endnote-2.5276518644026778e+17	daSilva, E. B.	2015	Behavioral and neurophysiological investigations of emotional face perception	Ph.D. Indiana University		endnote	
endnote-1.7976884525202227e+18	Dass-Brailsford, P., Thomley, R. & de Mendoza, A. H.	2011	Paying it forward: The transformative aspects of volunteering after hurricane katrina	Traumatology 17 29-40		endnote	
endnote-6.843743479380294e+18	Daudelin-Peltier, C., Blais, C., Forget, H., Deschenes, A. & Fiset, D.	2015	The impact of an acute social stress on the use of visual information in facial expression categorization	Journal of vision 15 1382-1382		endnote	
endnote-4.026302667618052e+18	Dauphinais, P. & King, J.	1992	Psychological assessment with American Indian children	Applied and Preventive Psychology 1 97-110		endnote	
endnote-1.5871756713722055e+19	Davenport, M. A. R.	1983	THE UTILITY OF WISC-R PATTERN ANALYSIS IN THE PREDICTION OF ACADEMIC ACHIEVEMENT FOR LEARNING DISABLED CHILDREN	Educat.D. East Texas State University		endnote	
endnote-1.4025425023471663e+19	Davey, J., Cornelissen, P. L., Thompson, H. E., Sonkusare, S., Hallam, G., Smallwood, J. & Jefferies, E.	2015	Automatic and Controlled Semantic Retrieval: TMS Reveals Distinct Contributions of Posterior Middle Temporal Gyrus and Angular Gyrus	Journal of Neuroscience 35 15230-15239		endnote	
endnote-1.28753458195407e+19	David, N. S.	2017	Neuropsychological functioning of children with sickle cell disease and pica	Psy.D. Alliant International University		endnote	
endnote-9.453123246695119e+18	David, O. & Bar-Tal, D.	2009	A Sociopsychological Conception of Collective Identity: The Case of National Identity as an Example	Personality and Social Psychology Review 13 354-379		endnote	
endnote-2.4558718536112005e+18	David, W. E.	2014	Securitizing the Threat of Climate Change: The Meaning of "Climate Change" to Different Audiences within the U.S. National Security Enterprise	Ph.D. George Mason University		endnote	
endnote-1.3911842814799043e+19	Davide, F., Collova, F., Vatalaro, F. & Ieee	2013	Social Information Sharing in Digital Gaming on Social Network Platforms through Open Standards	2013 Ieee Global Communications Conference 3126-3131 		endnote	
endnote-4.366793237910702e+18	Davidson, J. D.	1997	Prayer-songs to our elder brother: Native American church songs of the Otoe-Missouria and Ioway	Ph.D. University of Missouri - Columbia		endnote	
endnote-8.016323073686426e+18	Davies, A. C.	2001	From Rhodesian to Zimbabwean and back: White identity in an African context	Ph.D. University of California, Berkeley		endnote	
endnote-5.470323848115565e+18	Davies, B. & Allen, D.	2007	Integrating 'mental illness' and 'motherhood': The positive use of surveillance by health professionals. A qualitative study	International Journal of Nursing Studies 44 365-376		endnote	
endnote-1.2606767195816438e+19	Davies, J.	2004	Comparing Cultural Mediation and Cultural Advocacy as Effective Action Research Methodologies for Engaging With Vulnerable Migrant Women	Special Issue: Human trafficking. 5 149-167		endnote	
endnote-6.456814458516912e+18	Davies, K., Tropp, L. R., Aron, A., Pettigrew, T. F. & Wright, S. C.	2011	Cross-group friendships and intergroup attitudes: A meta-analytic review	Personality and Social Psychology Review 15 332-351		endnote	
endnote-5.6029040201681306e+17	Davies, P. G., Steele, C. M. & Markus, H. R.	2008	A Nation Challenged: The Impact of Foreign Threat on America's Tolerance for Diversity	Journal of Personality and Social Psychology 95 308-318		endnote	
endnote-1.7810892739895042e+19	Davis, A. & Tyler, T.	2003	Self and social engagement: The implications of superordinate and subgroup identification for the ethnic minority group member	122		endnote	
endnote-6.312256592658948e+18	Davis, A. J., Huijbregts, H. & Krikken, J.	2000	The role of local and regional processes in shaping dung beetle communities in tropical forest plantations in Borneo	Global Ecology and Biogeography 9 281-292		endnote	
endnote-6.245649335333865e+18	Davis, B. H. & Pope, C.	2011	Finding a balance: The Carolinas Conversation Collection	Corpus Linguistics and Linguistic Theory 7 143-161		endnote	
endnote-7.835791527741686e+17	Davis, B. L.	2009	Investigating the experience: A case study of a science professional development program based on Kolb's experiential learning model	Dissertation Abstracts International Section A: Humanities and Social Sciences 69 2674		endnote	
endnote-6.090764813010213e+18	Davis, D. L.	2004	A correlative study of African-American adolescent identity development and levels of cultural mistrust: Implications for ethical educational leadership	Ed.D. Bowling Green State University		endnote	
endnote-5.422543392904475e+18	Davis, J. E.	1986	AN INVESTIGATION OF THE RELATIONSHIP BETWEEN INTELLIGENCE AND READING COMPREHENSION	Ph.D. The University of Southern Mississippi		endnote	
endnote-6.261095686584443e+18	Davis, J. K.	2011	Predictors of Job Satisfaction Among Peer Providers of Mental Health Services Employed on Treatment Teams in Community Mental Health Centers	Ph.D. University of Kansas		endnote	
endnote-3.3606928478904914e+18	Davis, M. H. & Maitner, A. T.	2009	Perspective Taking and Intergroup Helping	The Psychology of Prosocial Behavior: Group Processes, Intergroup Relations, and Helping 173-190 		endnote	
endnote-8.485941739711703e+18	Davis, R. E.	2013	A model of political ideology and person-organization fit in the workplace	Ph.D. Oklahoma State University		endnote	
endnote-7.146867067336344e+18	Davis, S.	2010	Cosmopolitans in close quarters: Everyday life in the ranks of Umkhonto we Sizwe (1961–present)	Ph.D. University of Florida		endnote	
endnote-1.6445444829789792e+19	Davis, S.	2012	Disrupting the deficit discourse on historically Black colleges and universities: An organizational identity case study of Philander Smith College	Ph.D. University of Denver		endnote	
endnote-8.653196147256207e+18	Davis, S. A.	2012	Long-term follow-up of an 8 week weight loss intervention: Impact of psychosocial factors	M.S. Iowa State University		endnote	
endnote-5.727139426853294e+17	Davis, T., III & Dumpson, J. D.	2015	Empowerment in African Americans' responses to global climate change and environmental racism through an integrative bio-interpersonal/music-based approach	Ecopsychology: Advances from the intersection of psychology and environmental protection: Science and theory; Intervention and policy. 105-133		endnote	
endnote-1.3477028159654525e+19	Davis, T. & Love, B. C.	2010	Memory for category information is idealized through contrast with competing options	Psychological Science 21 234-242		endnote	
endnote-6.560498126443033e+18	Davis, W. F.	1990	Standards for Catholic elementary schools: An analysis of self-study instruments and perceptions	Ed.D. The Catholic University of America		endnote	
endnote-1.6543079900578669e+19	Davis-Lipman, A., Tyler, T. R. & Andersen, S. M.	2007	Building community one relationship at a time: Consequences for the seeking and acceptance of help	Social Justice Research 20 181-206		endnote	
endnote-5.174330464257411e+18	Davison, R. B.	2012	Implications of regulatory mode and fit for goal commitment, identity and performance in the domain of multiteam systems	Ph.D. Michigan State University		endnote	
endnote-1.382635585958513e+19	Dawson, D. A.	2010	Leadership practices that enhance reading achievement for African American males: A case study	Ph.D. University of South Carolina		endnote	
endnote-7.012823950819295e+18	Dawson, M. B.	1999	A construct validity assessment of the Occupational Work Ethic Inventory	Ph.D. The University of Tennessee		endnote	
endnote-1.3916768023220677e+19	de Boer, B.	2012	Loss of air sacs improved hominin speech abilities	Journal of Human Evolution 62 1-6		endnote	
endnote-2.654660271338234e+18	De Boer, D. L.	1997	Auditory processing rate and reading achievement	Ph.D. United States International University		endnote	
endnote-1.4269323621334266e+19	De Cecco, C. N., Darnell, A., Macias, N., Ramon Ayuso, J., Rodriguez, S., Rimola, J., Pages, M., Garcia-Criado, A., Rengo, M., Muscogiuri, G., Laghi, A. & Ayuso, C.	2013	Second-Generation Dual-Energy Computed Tomography of the Abdomen: Radiation Dose Comparison With 64-and 128-Row Single-Energy Acquisition	Journal of Computer Assisted Tomography 37 543-546		endnote	
endnote-1.8409613847234793e+19	de Chermont, K.	2008	Diversity in work groups: The impact of actual and perceived differences on group functioning and performance	Ph.D. Rice University		endnote	
endnote-1.4266058540208976e+19	De Cooman, R., Vantilborgh, T., Bal, M. & Lub, X.	2016	Creating Inclusive Teams Through Perceptions of Supplementary and Complementary Person-Team Fit: Examining the Relationship Between Person-Team Fit and Team Effectiveness	Group & Organization Management 41 310-342		endnote	
endnote-1.4140602690081188e+19	De Figueiredo Jr, R. J. P. & Elkins, Z.	2003	Are patriots bigots? An inquiry into the vices of in-group pride	American Journal of Political Science 47 171-188		endnote	
endnote-1.3318177775487914e+19	De Fina, A.	2006	Group identity, narrative and self-representations	Discourse and identity. 351-375		endnote	
endnote-1.715349137398487e+18	De Freitas, J. & Cikara, M.	2018	Deep down my enemy is good: Thinking about the true self reduces intergroup bias	Journal of Experimental Social Psychology 74 307-316		endnote	
endnote-1.7577759438261823e+19	De Guissmé, L., Lastrego, S., Mélotte, P. & Licata, L.	2017	Attitudes towards World War II collaboration in Belgium: Effects on political positioning towards the amnesty issue in the two main linguistic communities	Psychologica Belgica 57 32-51		endnote	
endnote-1.0290514535780995e+19	De Guissmé, L. & Licata, L.	2017	Competition over collective victimhood recognition: When perceived lack of recognition for past victimization is associated with negative attitudes towards another victimized group	European Journal of Social Psychology 47 148-166		endnote	
endnote-1.8256921630639464e+19	de Jesus, C. G.	2009	Principal induction and training within conversion charter schools	Ed.D. University of California, Los Angeles		endnote	
endnote-1.8180904182743347e+18	de Jong, J.-W.	2009	Gender and sexuality in Dutch, British, and US political debates on multiculturalism, Islam, and Muslims between 1999 and 2006	Ph.D. University of Southern California		endnote	
endnote-6.4771734531438e+18	De Keersmaecker, J. & Roets, A.	2017	Group-centrism in the absence of group norms: The role of need for closure in social projection	Motivation and Emotion 41 591-599		endnote	
endnote-1.333062024336539e+19	De Klerk, J. J.	2017	“The Devil Made Me Do It!” An Inquiry Into the Unconscious “Devils Within” of Rationalized Corruption	Journal of Management Inquiry 26 254-269		endnote	
endnote-7.878404651883241e+18	de la Fe, M. C. R., Perez, A. R. & Gonzalez, A. R.	2005	Obstacles in crossed categorization effectiveness for the reduction of intergroup bias	Obstaculos en la efectividad de la categorizacion cruzada para la reduccion del sesgo intergrupal. 17 691-695		endnote	
endnote-1.567759044562695e+19	de la Fe, M. C. R., Perez, A. R. & Gonzalez, A. R.	2006	Crossed categorization restrictions with atypical crossing ot categories: The affective state impact	Limitaciones de la categorizacion cruzada con cruces atipicos: El efecto del estado afectivo. 22 72-75		endnote	
endnote-1.0142341485394113e+19	de la Haye, A. M.	2001	False consensus and the Outgroup Homogeneity Effect: interference in measurement or intrinsically dependent processes?	European Journal of Social Psychology 31 217-230		endnote	
endnote-1.0971972588452299e+19	de la O, M., Bermejo, B., Pineiro, A., Inguanzo, G., Torres, R. & Morenza, L.	2000	Normative study of semantic categories in a sample of older healthy adults	Estudio normativo de categorias semanticas en una muestra de ancianos sanos. 8 213-222		endnote	
endnote-1.6141760683902962e+19	de la Rosa, S., Choudhery, R. N., Curio, C., Ullman, S., Assif, L. & Buelthoff, H. H.	2014	Visual categorization of social interactions	Visual Cognition 22 1233-1271		endnote	
endnote-1.5803584517455354e+19	de la Torre-Ruiz, J. M. & Aragón-Correa, J. A.	2012	Performance of newcomers in highly interdependent teams: The case of basketball teams	European Sport Management Quarterly 12 205-226		endnote	
endnote-1.1337976240192354e+19	de Lemus, S. & Stroebe, K.	2015	Achieving Social Change: A Matter of All for One?	Journal of Social Issues 71 441-452		endnote	
endnote-7.642655477415895e+17	De Leon, J., Jr.	2012	Understanding the role of identity and the retention of Mexican American students in higher education: A qualitative case study	Ph.D. University of Idaho		endnote	
endnote-1.5836696322268463e+19	de Leon, J. M. R. S., Guinea, S. F. & Marques, J. G.	2010	Types of semantic category and stimulus modality in procedural learning: Implications for models of semantic memory	Tipos de categoria semantica y modalidad de los estimulos en el aprendizaje procedimental: Implicaciones sobre los modelos de memoria semantica. 22 739-744		endnote	
endnote-3.339061768791499e+18	De Marco, M. M.	2008	The relationship between income and food insecurity: The role of social support among rural and urban Oregonians (Oregon)	Dissertation Abstracts International: Section B: The Sciences and Engineering 68 4417		endnote	
endnote-1.3931725754949081e+19	de Munck, V. C.	2013	A theory explaining the functional linkage between the self, identity and cultural models	Journal of Cognition and Culture 13 179-200		endnote	
endnote-1.0276267936290148e+19	De Oliveira Braga Lopez, R.	2011	Racial microaggressions and the Black immigrants living in Portugal	Psy.D. John F. Kennedy University		endnote	
endnote-1.6068374382328617e+19	de Pauw, A.-S., van den Broeck, H. & Wit, A.	2012	Parochial Cooperation and Social Value Orientation in Crossed-Group Social Dilemmas	39		endnote	
endnote-1.0549151484036076e+18	de Rooij, O. & Worring, M.	2013	Active Bucket Categorization for High Recall Video Retrieval	Ieee Transactions on Multimedia 15 898-907		endnote	
endnote-1.626507665712783e+19	De Sa, V. R.	1995	Unsupervised classification learning from cross-modal environmental structure	Dissertation Abstracts International: Section B: The Sciences and Engineering 55 4936		endnote	
endnote-1.7673114996874396e+19	De Saxe, I.	2002	The Royal Australian and New Zealand College of Psychiatrists?	Australasian Psychiatry 10 179-180		endnote	
endnote-1.090062479207884e+19	De Schauwer, E., Van De Putte, I. & Davies, B.	2018	Collective Biography: Using Memory Work to Explore the Space-in-Between Normativity and Difference/Disability	Qualitative Inquiry 24 8-19		endnote	
endnote-9.386484883945112e+18	De Simone, G.	2006	The unthought-of will: The historical knotty problem of the unhealthy relationship between judges and psychiatrists	La volonta impensata: Il nodo storico dell'insano rapporto tra giudici e psichiatri. 15 39-65		endnote	
endnote-1.503273620001413e+19	de Souza, L. E. C., Pereira, C. R., Camino, L., de Lima, T. J. S. & Torres, A. R. R.	2016	The legitimizing role of accent on discrimination against immigrants	European Journal of Social Psychology 46 609-620		endnote	
endnote-1.7601997787098733e+19	De Tezanos-Pinto, P., Mazziotta, A. & Feuchte, F.	2017	Intergroup contact and reconciliation among Liberian refugees: A multilevel analysis in a multiple groups setting	Peace and Conflict 23 228-238		endnote	
endnote-1.6867809566017729e+19	De Urioste-Stone, S. M.	2008	Collaboration in Guatemalan protected area management: Building understanding and capacity of co -management organizations in Regional Municipal Protected Area of Zunil	Ph.D. University of Idaho		endnote	
endnote-1.1428297496424993e+19	de Vos, E.	2015	Kinship libido in the xhosa tale, "hunger moon": A cross-cultural analysis using Jungian theory and Ubuntu	Dissertation Abstracts International: Section B: The Sciences and Engineering 76 No-Specified		endnote	
endnote-4.415174448949678e+17	de Vries, G. & Homan, A. C.	2008	Diversity and leadership: Transformational leadership and its role in managing diversity	Gedrag en Organisatie 21 295-309		endnote	
endnote-5.820434083004236e+18	de Vries, P. C.	2010	Appropriating apocalyptic: Paul Ricoeur's hermeneutics and the discourse of Mark 13	Ph.D. University of Pittsburgh		endnote	
endnote-2.4915128709685883e+18	De Vries, T. A., Walter, F., Van Der Vegt, G. S. & Essens, P. J. M. D.	2014	Antecedents of individuals' interteam coordination: Broad functional experiences as a mixed blessing	Academy of Management Journal 57 1334-1359		endnote	
endnote-2.906888619276165e+18	de Zavala, A. G., Cichocka, A. & Bilewicz, M.	2013	The Paradox of In-Group Love: Differentiating Collective Narcissism Advances Understanding of the Relationship Between In-Group and Out-Group Attitudes	Journal of Personality 81 16-28		endnote	
endnote-3.6130025907514245e+18	Deal, M.	2007	Aversive disablism: Subtle prejudice toward disabled people	Disability and Society 22 93-107		endnote	
endnote-9.185779572823708e+18	Dean, A. J., Fielding, K. S., Lindsay, J., Newton, F. J. & Ross, H.	2016	How social capital influences community support for alternative water sources	Sustainable Cities and Society 27 457-466		endnote	
endnote-1.6156604436099994e+18	Dean, B. M.	2009	Optimal experience in relationships, activities, and beyond: Connecting flow with self -expansion	Psy.D. Indiana State University		endnote	
endnote-2.614399468250501e+17	Dean, B. P.	2008	Cultural intelligence in global leadership: A model for developing culturally and nationally diverse teams	Dissertation Abstracts International Section A: Humanities and Social Sciences 68 4767		endnote	
endnote-5.290743576803334e+18	Dean, P. J., II	1986	A critical incident study investigating the perceived effective and ineffective leadership behaviors of Iowa community college presidents	Ph.D. The University of Iowa		endnote	
endnote-1.1661841746712103e+19	Deauvieau, J., Penissat, E., Brousse, C. & Jayet, C.	2014	Everyday categorizations of French social space. Analysis based on a card game	Revue Francaise De Sociologie 55 411-457		endnote	
endnote-1.294203463513619e+19	Deaux, K.	 2006	To be an immigrant			endnote	
endnote-1.2893731060178426e+19	Deaux, K. & Greenwood, R. M.	2013	Crossing borders: Intersectional excursions into gender and immigration	The SAGE Handbook of Gender and Psychology 234-250 		endnote	
endnote-1.01315255335686e+19	Deaux, K., Winton, W., Crowley, M. & Lewis, L. L.	1985	Level of categorization and content of gender stereotypes	Social Cognition 3 145-167		endnote	
endnote-1.400692697404625e+18	Debrosse, R., de la Sablonnière, R. & Rossignac-Milon, M.	2015	Marginal and happy? The need for uniqueness predicts the adjustment of marginal immigrants	British Journal of Social Psychology 54 748-766		endnote	
endnote-5.88405831457722e+18	Deburger, J. E.	1966	HUSBAND - WIFE DIFFERENCES IN THE REVELATION OF MARITAL PROBLEMS: A CONTENT ANALYSIS	Ph.D. Indiana University		endnote	
endnote-2.942931021815501e+17	Dechman, M. K.	2008	The narrowing path: A multidimensional life course analysis of processes of exclusion	Ph.D. Dalhousie University (Canada)		endnote	
endnote-8.727801930267197e+17	Deck, T. P.	2002	The influence of assuming and role -playing a false identity on event-related potentials	Ph.D. University of Ottawa (Canada)		endnote	
endnote-1.5511556992074424e+18	Decker, P.	2013	Theatrical Spectatorship in the United States and Soviet Union, 1921-1936: A Cognitive Approach to Comedy, Identity, and Nation	Ph.D. The Ohio State University		endnote	
endnote-3.045101298999085e+18	Declerck, C. H., De Brabander, B. & Boone, C.	2004	Asymmetries in activation and arousal may contribute to lateralised effects of habituation and contingency learning during a repetitive choice reaction time task	Laterality 9 359-380		endnote	
endnote-3.322836952480391e+18	Dedeaux, C.	2009	Operationalizing key constructs of construal level theory to maximize donor generosity toward advertising messages	Ph.D. Michigan State University		endnote	
endnote-1.693782397894125e+19	Deeb, I., Segall, G., Birnbaum, D., Ben-Eliyahu, A. & Diesendruck, G.	2011	Seeing isn't believing: The effect of intergroup exposure on children's essentialist beliefs about ethnic categories	Journal of Personality and Social Psychology 101 1139-1156		endnote	
endnote-8.676742834755609e+18	Deegan, M. P.	2015	Intergroup friendship potential: Exploring initial intergroup interactions and the desire to socialize	Ph.D. University of Delaware		endnote	
endnote-8.782193490519831e+18	Deegan, M. P., Hehman, E., Gaertner, S. L. & Dovidio, J. F.	2015	Positive Expectations Encourage Generalization From a Positive Intergroup Interaction to Outgroup Attitudes	Personality and Social Psychology Bulletin 41 52-65		endnote	
endnote-4.4763851423590523e+18	Deemer, D. R.	2015	Spatial Inequalities in the Fiscal Distribution of the U.S. Welfare State	Ph.D. The Ohio State University		endnote	
endnote-1.3216905273490506e+19	Deemer, H. N.	2003	The role of self -enhancement motives in factitious illness behavior by proxy	Ph.D. The University of Alabama		endnote	
endnote-1.0193475435217797e+19	Deffenbacher, D. M., Park, B., Judd, C. M. & Correll, J.	2009	Category boundaries can be accentuated without increasing intergroup bias	Group Processes and Intergroup Relations 12 175-193		endnote	
endnote-1.0891682578280606e+19	Degand, L. & Simon-Vandenbergen, A.-M.	2011	Introduction: Grammaticalization and (inter)subjectification of discourse markers	Linguistics 49 287-294		endnote	
endnote-1.3186472776886088e+19	Degazon, C. E.	1987	The relationship of ethnicity, social support, and coping strategies among three subgroups of black elderly	Ph.D. New York University		endnote	
endnote-6.263069740826735e+18	Degraeve, B., Granie, M.-A., Pravossoudovitch, K. & Lo Monaco, G.	2015	Social representations associated with men and women drivers among French adolescents and adults. Effects of the perceiver's age, sex, and socioeconomic status	Transportation Research Part F-Traffic Psychology and Behaviour 34 1-17		endnote	
endnote-1.3744729334661386e+18	DeGreeff, B. L.	2010	An exploration of the communication influencing role perception and stepfamily identity of stepgrandparents	Ph.D. North Dakota State University		endnote	
endnote-6.564651656866437e+18	Degroot, J. C.	1968	EMOTIONAL CLIMATE OF AN EXPERIMENTAL SITUATION, INTERACTION PATTERNS, ANDFIELD STYLE OF SUBJECT	Ph.D. University of Cincinnati		endnote	
endnote-4.023195620911276e+18	DeGroot, J. M. & Vik, T. A.	2017	Disenfranchised grief following a traumatic birth	Journal of Loss and Trauma 22 346-356		endnote	
endnote-1.709619259738792e+19	Degtyarenko, A. M. & Kaufman, M. P.	2001	Electrical stimulation of the mesencephalic locomotor region attenuated transmission in group III afferent pathways to spinoreticular cells	Society for Neuroscience Abstracts 27 1060-1060		endnote	
endnote-3.744407246315053e+18	Degtyarenko, A. M. & Kaufman, M. P.	2001	Central command inhibits the discharge of dorsal horn spino-reticular cells receiving group III afferent input	Faseb Journal 15 A1149-A1149		endnote	
endnote-1.3948024050623988e+19	Dehaqani, M. R. A., Vahabie, A. H., Kiani, R., Ahmadabadi, M. N., Araabi, B. N. & Esteky, H.	2016	Temporal dynamics of visual category representation in the macaque inferior temporal cortex	Journal of Neurophysiology 116 587-601		endnote	
endnote-4.2261273303601807e+18	DeHaven, L. G.	1982	Validity of formal psychoeducational assessment for identification and remediation of the learning disabled adolescent	M.S. University of Southern California		endnote	
endnote-1.641736033673259e+18	Dejaeghere, Y., Hooghe, M. & Claes, E.	2012	Do ethnically diverse schools reduce ethnocentrism? A two-year panel study among majority group late adolescents in Belgian schools	International Journal of Intercultural Relations 36 108-117		endnote	
endnote-9.150992366120591e+18	DeJordy, R., Almond, B., Nielsen, R. & Creed, W. E. D.	2014	SERVING TWO MASTERS: TRANSFORMATIVE RESOLUTIONS TO INSTITUTIONAL CONTRADICTIONS	Religion and Organization Theory 301-337 		endnote	
endnote-1.7940635039882699e+19	Del Brutto, V. J. & Del Brutto, O. H.	2012	Characteristics of 478 very old neurologic outpatients evaluated over 20 years in Guayaquil, Ecuador	Acta Neurologica Belgica 112 161-165		endnote	
endnote-1.2519033340567652e+19	Del Brutto, V. J., Tettamanti, D. & Del Brutto, O. H.	2012	Changing profile or 7,519 neurologic outpatients evaluated over 20 years	European Neurology 68 381-390		endnote	
endnote-1.0603332878766203e+18	Del Carmen, R. V.	1970	A COMPARATIVE STUDY OF THE ADMISSION, EXCLUSION, AND DEPORTATION OF ALIENS IN THE UNITED STATES AND THE PHILIPPINES	J.S.D. University of Illinois at Urbana-Champaign		endnote	
endnote-1.344220590480233e+19	del Castillo Andres, O., Granados, S. R., Ramirez, T. G. & Carmen Campos Mesa, M.	2012	Gender equity in physical education: The use of information	Sex Roles 67 108-121		endnote	
endnote-1.5423666705429082e+19	del Hoyo, Y. L., Espada, A. A., Pokorny, D. & Albani, C.	2004	Adaptation of the Categories System CCRT-LU to the Spanish language: the categories system CCRT-LU-S	Adaptacion del sistema de categorias CCRT-LU a la lengua castellana: El sistema de categorias CCRT-LU-S. 6 296-308		endnote	
endnote-1.4449716787152085e+19	Del Prado, A. M. & Lyda, J.	2009	The multiracial movement: Bridging society's language barrier	Diversity in mind and in action, Vol 1: Multiple faces of identity. 1-16		endnote	
endnote-1.2044015228594168e+19	del Rio, E.	2006	The Latina/o Problematic: Categories and Questions in Media Communication Research	Communication yearbook 30. 387-429		endnote	
endnote-1.2033910730585778e+19	DeLallo, J.	2017	Fandoms in the Lives of Gifted Individuals with Imaginational Overexcitabilities	Ed.D. University of Denver		endnote	
